# 海川珠宝 Working Tree 路径级收敛清单
# snapshot_branch=codex/release-curation-20260814 snapshot_head=ea38fdc tracked_changes=218 untracked_files=298 staged=0
# 本文件本身计入 untracked_files；状态来自 git status --porcelain=v1 -uall。历史 migration draft 已完成可恢复清理，备份、素材和未裁决删除差异仍受各自保护门约束。
status	batch	consumer_or_role	replacement_or_target	protection	path
_M	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/CURRENT_STATE.md
_M	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/DECISIONS.md
_M	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/OPERATIONS_READINESS.md
_M	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/PENDING_WORK.md
_M	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/PROJECT_GUARDRAILS.md
_M	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/PUBLIC_ACCESS_MATRIX.md
_M	B09-authority-docs	工程状态/决策/验收消费者	当前代码与新鲜证据优先	history-context	docs/VERIFICATION_RUNBOOK.md
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/App.tsx
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/config/navigationConfig.ts
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/data/catalogData.ts
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/hooks/useProductData.ts
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/main.tsx
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/pages/admin/CustomerManage/index.tsx
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/pages/admin/LeadManage/index.tsx
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/pages/admin/MarketingManage/index.tsx
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/pages/admin/OrderManage/index.tsx
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/pages/admin/PaymentReview/index.tsx
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/pages/admin/ProductEditor/ProfessionalProductEditor.tsx
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/pages/admin/RefundManage/index.tsx
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/pages/admin/Settings/index.tsx
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/pages/admin/SiteContent/index.tsx
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	client/src/store/pageMetaStore.ts
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	package.json
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	PROJECT_RULES.md
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	server/src/app.module.ts
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	server/src/common/interceptors/transform.interceptor.ts
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	server/src/main.ts
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	server/src/modules/recommendations/recommendations.service.ts
_M	B11-other-current-work	按路径消费者复核	不做无关重构	normal	server/src/modules/wechat-auth/wechat-auth.controller.ts
??	B00-protected-recovery	已退役 migration draft 的字节等价恢复副本	正式 migration 序列	protected-backup	.codex-artifacts/migration-draft-backups/20260826/20260824120000_add_mature_site_shared_foundation/migration.sql
??	B00-protected-recovery	已退役 migration draft 的字节等价恢复副本	正式 migration 序列	protected-backup	.codex-artifacts/migration-draft-backups/20260826/20260825134000_add_personal_template_content_defaults/migration.sql
??	B00-protected-recovery	migration draft 备份来源、哈希与恢复说明	正式 migration 序列	protected-backup	.codex-artifacts/migration-draft-backups/20260826/README.md
??	B00-protected-recovery	本地 PageDocument 恢复资产	无；仅人工恢复	protected-backup	.codex-artifacts/page-document-backups/2026-08-25T02-29-14-641Z.json
??	B00-protected-recovery	本地 PageDocument 恢复资产	无；仅人工恢复	protected-backup	.codex-artifacts/page-document-backups/2026-08-25T02-47-06-416Z.json
??	B00-protected-recovery	本地 PageDocument 恢复资产	无；仅人工恢复	protected-backup	.codex-artifacts/page-document-backups/2026-08-25T02-51-05-052Z.json
??	B00-protected-recovery	本地 PageDocument 恢复资产	无；仅人工恢复	protected-backup	.codex-artifacts/page-document-backups/2026-08-25T02-53-42-495Z.json
??	B00-protected-recovery	本地 PageDocument 恢复资产	无；仅人工恢复	protected-backup	.codex-artifacts/page-document-backups/2026-08-25T03-03-32-111Z.json
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/attribute-manage.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/category-manage.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/customer-admin-client.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/inquiry-context.admin.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/lead-follow-up-contract.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/mock-product-query.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/product-metadata-clients.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/recommendation-client.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/review-client.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/settings-client.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/shipping-template-client.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/statistics-client.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/trade-safety-ui.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	client/tests/warehouse-manage.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	server/src/common/observability/request-id-envelope.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	server/src/common/observability/request-id.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	server/src/common/shared-foundation.contract.spec.ts
??	B01-verification-authority	根测试/目标合同/浏览器夹具	正式源码与机器合同	test-evidence	server/src/common/time/business-date.spec.ts
??	B02-release-schema	本地/容器运行合同	显式配置且资金默认关闭	config-change-approved	docs/audits/2026-08-25-r0-r1-release-foundation/environment-contract.csv
??	B02-release-schema	本地/容器运行合同	显式配置且资金默认关闭	config-change-approved	scripts/verify-environment-contract.mjs
??	B02-release-schema	Prisma/正式 migration/合同测试	Schema 与正式 migration	database-apply-approval	server/prisma/migrations/20260824230000_add_product_media_asset_compatibility/migration.sql
??	B02-release-schema	Prisma/正式 migration/合同测试	Schema 与正式 migration	database-apply-approval	server/prisma/migrations/20260825215500_add_release_foundation_schema/migration.sql
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/common/errors/api-error.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/common/filters/http-exception.filter.security.spec.ts
??	B03-input-permission	通知日志隐私回归合同	邮件/短信降级、拒绝与异常路径	test-evidence	server/src/common/privacy/notification-log-privacy.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/common/security/session-security.guard.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/common/security/session-security.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/common/security/session-security.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/analytics/analytics.consent.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/attributes/attributes.input-boundary.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/attributes/dto/attribute.dto.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/cart/cart.input-boundary.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/cart/dto/cart-item.dto.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/categories/categories.input-boundary.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/categories/dto/category.dto.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/inquiries/inquiries.product-context.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/inventory/dto/warehouse.dto.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/inventory/warehouse.input-boundary.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/leads/dto/lead.dto.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/leads/lead.constants.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/leads/leads.follow-up-integrity.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/leads/leads.input-boundary.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/partner-applications/dto/partner-application-query.dto.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/partner-applications/partner-applications.input-boundary.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/partner-applications/partner-applications.integrity.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/products/dto/tag.dto.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/products/product-eligibility.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/products/product-eligibility.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/products/tags.input-boundary.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/settings/settings.backup-status.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	test-evidence	server/src/modules/settings/settings.read-only.spec.ts
??	B03-input-permission	DTO/Guard/Service/安全错误合同	现有 Nest 分层	normal	server/src/modules/settings/settings.store-map.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	client/src/components/commerce/CustomerPaymentDialog.tsx
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/common/idempotency/idempotency-key.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/common/idempotency/idempotency-key.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/common/idempotency/idempotency.module.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/common/marketing/coupon-calculation.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/common/outbox/outbox.module.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/common/outbox/outbox.service.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/common/outbox/outbox.service.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/common/payment-gateway/payment-gateway.refund.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/common/payment-gateway/wechat-pay.client.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/common/payment-gateway/wechat-pay.client.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/common/trade/document-number-retry.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/common/trade/document-number-retry.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/after-sales/after-sales.admin-create.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/after-sales/after-sales.customer-flow.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/after-sales/after-sales.refund-link.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/after-sales/customer-after-sales.controller.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/customers/customers.checkout.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/fulfillment/fulfillment.consistency.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/marketing/dto/coupon.dto.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/marketing/dto/promotion.dto.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/marketing/marketing.coupon-safety.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/marketing/marketing.promotion-input.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/orders/orders.checkout-consistency.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/orders/orders.coupon-consistency.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/orders/orders.customer-visibility.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/orders/orders.payment-fulfillment.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/payments/customer-payments.controller.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/payments/customer-payments.controller.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/payments/dto/payment.dto.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/payments/payments.customer-flow.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/quotations/quotations.number-retry.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/quotations/quotations.scope.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/refunds/refund-notifications.controller.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/refunds/refund-notifications.controller.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/refunds/refunds.consistency.spec.ts
??	B04-standard-retail	订单/履约/返券/售后/支付安全边界	现有 Service+Prisma 事务事实源	high-risk-reviewed	server/src/modules/refunds/refunds.online-flow.spec.ts
??	B05-public-catalog-content	公开路由/商品发现/咨询/PageDocument	/catalog + /products PageDocument	content-license-gate	client/src/components/layout/AdminSidebar.tsx
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/carousel-bracelet-wide-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/category-bracelet-square-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/comparison-after-square-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/comparison-before-square-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/craft-video-wide-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/detail-earrings-portrait-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/doubleposter-main-wide-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/fullbleed-necklace-wide-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/hero-wide-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/hotspot-three-products-wide-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/limited-event-wide-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/product-ring-square-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/salon-wide-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	client/src/page-builder/preview-assets/quiet-light-court-v1/wearing-portrait-v1.png
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	server/src/modules/page-modules/page-modules.appointment-source.spec.ts
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	server/src/modules/page-modules/page-modules.page-contract.spec.ts
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	server/src/modules/page-modules/page-modules.page-document-normalization.spec.ts
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	server/src/modules/page-modules/page-modules.site-settings-readiness.spec.ts
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	server/src/modules/page-modules/page-modules.spec-fixtures.ts
??	B06-puck-registry14	编辑器/预览/公开 Renderer/服务端 PageDocument	schema5 registry14 机器合同	draft-protected	server/src/modules/page-modules/page-modules.store-info-source.spec.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/clients/aiClassifyClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/clients/attributeClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/clients/categoryClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/clients/customerAdminClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/clients/inquiriesClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/clients/recommendationClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/clients/reviewClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/clients/selectionInquiryClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/clients/settingsClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/clients/shippingTemplateClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/clients/statisticsClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/clients/tagClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/httpClient.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/mockProductQuery.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/services/mockResponse.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/types/api.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/types/auth.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/types/catalog.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/types/commerce.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/types/inquiry.ts
??	B07-frontend-clients	前后台领域消费者	httpClient + services/clients；api.ts 兼容门面	atomic-with-consumers	client/src/types/orders.ts
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/admin/CategoryManage/CategoryDetailPanel.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/admin/CategoryManage/CategoryFormModal.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/admin/CategoryManage/categoryManageModel.ts
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/admin/CategoryManage/CategoryTreePanel.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/admin/Dashboard/DashboardAlertsSection.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/admin/Dashboard/DashboardMetricCards.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/admin/Dashboard/dashboardModel.ts
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/admin/Dashboard/DashboardTrendSection.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/admin/ProductManage/productManageModel.ts
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/admin/ProductManage/ProductManageTable.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/Catalog/catalogCategories.ts
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/Catalog/CatalogFilterDrawer.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/Catalog/CatalogFilters.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/Catalog/CatalogProductSurface.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/Catalog/catalogQuery.ts
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/Catalog/CatalogSearch.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/Catalog/catalogTokens.ts
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/Catalog/SelectionTray.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/Catalog/useCatalogDialog.ts
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/CustomerCenter/AccountExperience.css
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/CustomerCenter/CustomerAfterSalesDialog.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/CustomerCenter/CustomerOrdersPanel.tsx
??	B07-frontend-splits	对应路由容器/后台或公开页面	新子文件必须与旧容器原子验收	atomic-with-container	client/src/pages/public/CustomerCenter/CustomerReviewDialog.tsx
